Identifier,Occurrence Date,Offense,Offense Classification,longitude,latitude
d33ddbf9,08/07/2015 04:55:00 AM,ROBBERY,FELONY,-73.93446227,40.845838607
751e3116,08/07/2015 05:30:00 AM,ROBBERY,FELONY,-73.906145787,40.875137942
88c7292b,08/07/2015 06:25:00 AM,BURGLARY,FELONY,-74.000174519,40.686234072
bf1c8af6,08/07/2015 06:30:00 AM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.844059403,40.829063955
2688d514,08/07/2015 06:30:00 AM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.925692637,40.863086498
6f0bd8d6,08/07/2015 07:00:00 AM,BURGLARY,FELONY,-73.804640459,40.586525543
c72d0f0e,08/07/2015 07:00:00 AM,BURGLARY,FELONY,-74.01402689,40.631205855
97a6c2e9,08/07/2015 07:00:00 AM,BURGLARY,FELONY,-73.960678929,40.677847561
d97d3370,08/07/2015 07:00:00 AM,FELONY ASSAULT,FELONY,-73.884371919,40.791151867
113c6157,08/07/2015 07:00:00 AM,GRAND LARCENY,FELONY,-73.945300203,40.808142838
4e4a3823,08/07/2015 07:00:00 AM,BURGLARY,FELONY,-73.86306121,40.834983734
52c3e197,08/07/2015 07:00:00 AM,GRAND LARCENY,FELONY,-73.939101552,40.843590489
788e4913,08/07/2015 07:40:00 AM,FELONY ASSAULT,FELONY,-73.792990483,40.698962054
f6aee098,08/07/2015 07:50:00 AM,BURGLARY,FELONY,-73.922359008,40.70233066
4d63739,08/07/2015 08:00:00 AM,BURGLARY,FELONY,-73.972849963,40.616606705
e966d3e4,08/07/2015 08:00:00 AM,GRAND LARCENY,FELONY,-74.141928193,40.624685313
7e166459,08/07/2015 08:00:00 AM,BURGLARY,FELONY,-73.994978193,40.644968963
fe3016ee,08/07/2015 08:00:00 AM,GRAND LARCENY,FELONY,-73.811436772,40.669803033
a341d44d,08/07/2015 08:00:00 AM,FELONY ASSAULT,FELONY,-73.909688025,40.671168243
22874e3a,08/07/2015 08:00:00 AM,BURGLARY,FELONY,-73.814887586,40.683732911
5c36c3bf,08/07/2015 08:00:00 AM,GRAND LARCENY,FELONY,-74.010089717,40.70675626
c8ffe654,08/07/2015 08:00:00 AM,BURGLARY,FELONY,-73.74068504,40.707740939
94d879dd,08/07/2015 08:00:00 AM,BURGLARY,FELONY,-73.943128158,40.826276155
d1da9487,08/07/2015 08:00:00 AM,GRAND LARCENY,FELONY,-73.943383405,40.836294487
3a15bb02,08/07/2015 08:15:00 AM,BURGLARY,FELONY,-73.92003394,40.764492294
486dfaae,08/07/2015 08:30:00 AM,BURGLARY,FELONY,-74.038344612,40.623646652
a2cb2abd,08/07/2015 08:30:00 AM,GRAND LARCENY,FELONY,-73.863063745,40.723135609
24f57747,08/07/2015 08:30:00 AM,GRAND LARCENY,FELONY,-73.971453282,40.757756204
3a389844,08/07/2015 08:30:00 AM,GRAND LARCENY,FELONY,-73.845796191,40.787519342
6edcc1c,08/07/2015 08:30:00 AM,BURGLARY,FELONY,-73.937358777,40.852024039
3e4e6fe8,08/07/2015 08:45:00 AM,BURGLARY,FELONY,-73.92831126,40.701033501
e744f8b3,08/07/2015 08:45:00 AM,GRAND LARCENY,FELONY,-74.013592186,40.707974575
c85029d5,08/07/2015 09:00:00 AM,GRAND LARCENY,FELONY,-74.140891915,40.546758828
f793198d,08/07/2015 09:00:00 AM,BURGLARY,FELONY,-73.911666275,40.639138159
928f4de3,08/07/2015 09:00:00 AM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.771088568,40.671711561
39ddc9fc,08/07/2015 09:00:00 AM,BURGLARY,FELONY,-73.996706372,40.675191801
5f4ec12b,08/07/2015 09:00:00 AM,BURGLARY,FELONY,-73.898586785,40.703152068
3885a1c4,08/07/2015 09:00:00 AM,GRAND LARCENY,FELONY,-73.9888105,40.722225636
712b6800,08/07/2015 09:00:00 AM,BURGLARY,FELONY,-73.856254037,40.749133885
a6dde422,08/07/2015 09:00:00 AM,GRAND LARCENY,FELONY,-73.984788606,40.751028618
92ae8532,08/07/2015 09:00:00 AM,BURGLARY,FELONY,-73.803230399,40.769383138
a890488c,08/07/2015 09:00:00 AM,GRAND LARCENY,FELONY,-73.85099955,40.840938537
6d9d0862,08/07/2015 09:25:00 AM,FELONY ASSAULT,FELONY,-73.788677052,40.589788318
9a6b01c1,08/07/2015 09:27:00 AM,GRAND LARCENY,FELONY,-73.950680737,40.786212135
db045e61,08/07/2015 09:30:00 AM,BURGLARY,FELONY,-73.90783083,40.700351944
945c48b2,08/07/2015 09:30:00 AM,BURGLARY,FELONY,-73.984358291,40.754517133
5092bfd4,08/07/2015 09:31:00 AM,ROBBERY,FELONY,-73.876593359,40.71301175
225373f1,08/07/2015 09:40:00 AM,GRAND LARCENY,FELONY,-73.834856339,40.85801884
6a1a3bf1,08/07/2015 09:45:00 AM,GRAND LARCENY,FELONY,-73.9830441,40.770142771
640725ca,08/07/2015 10:00:00 AM,GRAND LARCENY,FELONY,-74.221689339,40.538103109
f2cd946b,08/07/2015 10:00:00 AM,GRAND LARCENY,FELONY,-73.965766187,40.600111335
af7c012f,08/07/2015 10:00:00 AM,GRAND LARCENY,FELONY,-73.947645682,40.751649017
a8ea0851,08/07/2015 10:00:00 AM,GRAND LARCENY,FELONY,-73.956307415,40.763364457
d838c037,08/07/2015 10:00:00 AM,BURGLARY,FELONY,-73.830317082,40.843371973
29c04a03,08/07/2015 10:00:00 AM,GRAND LARCENY,FELONY,-73.927517186,40.864166325
da194fc0,08/07/2015 10:22:00 AM,GRAND LARCENY,FELONY,-73.937366313,40.713500017
6ba15b3d,08/07/2015 10:30:00 AM,GRAND LARCENY,FELONY,-73.910928398,40.676351349
13f0e39b,08/07/2015 10:30:00 AM,BURGLARY,FELONY,-73.947642599,40.750979297
ed6e7f08,08/07/2015 10:30:00 AM,GRAND LARCENY,FELONY,-73.953372682,40.773529828
b3c981be,08/07/2015 10:35:00 AM,ROBBERY,FELONY,-73.956284484,40.814803479
6eada36f,08/07/2015 10:43:00 AM,GRAND LARCENY,FELONY,-73.984803708,40.748113696
f15b2a9b,08/07/2015 10:45:00 AM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.744568271,40.701513488
9d3763ec,08/07/2015 10:45:00 AM,GRAND LARCENY,FELONY,-73.996660522,40.72693888
3111f51b,08/07/2015 11:00:00 AM,ROBBERY,FELONY,-74.027284856,40.622153897
4c760e8e,08/07/2015 11:00:00 AM,BURGLARY,FELONY,-73.946733413,40.642222931
77fde914,08/07/2015 11:00:00 AM,GRAND LARCENY,FELONY,-73.917850338,40.699763917
5fe7dfe9,08/07/2015 11:00:00 AM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.943663498,40.812797101
b028e50e,08/07/2015 11:00:00 AM,FELONY ASSAULT,FELONY,-73.849642388,40.820979933
88b8a7ed,08/07/2015 11:05:00 AM,FELONY ASSAULT,FELONY,-73.926141294,40.703247156
3f07d9a7,08/07/2015 11:15:00 AM,ROBBERY,FELONY,-73.913515771,40.852381909
d731d926,08/07/2015 11:30:00 AM,GRAND LARCENY,FELONY,-74.087279157,40.637818717
d946ebb8,08/07/2015 11:30:00 AM,GRAND LARCENY,FELONY,-73.890911961,40.762615697
caae9503,08/07/2015 11:35:00 AM,BURGLARY,FELONY,-73.793706359,40.710033008
fc6cf243,08/07/2015 11:45:00 AM,FELONY ASSAULT,FELONY,-73.881350107,40.669045497
7dd03254,08/07/2015 12:00:00 PM,GRAND LARCENY,FELONY,-73.987975882,40.669155457
52f216c4,08/07/2015 12:00:00 PM,GRAND LARCENY,FELONY,-73.875644318,40.670667125
8c113d3e,08/07/2015 12:00:00 PM,BURGLARY,FELONY,-73.993698599,40.686950284
814dba44,08/07/2015 12:00:00 PM,GRAND LARCENY,FELONY,-73.968654153,40.692339662
3dd4bc26,08/07/2015 12:00:00 PM,BURGLARY,FELONY,-73.950554419,40.693722163
f599fa3d,08/07/2015 12:00:00 PM,GRAND LARCENY,FELONY,-73.94428168,40.708711215
861f2b07,08/07/2015 12:00:00 PM,GRAND LARCENY,FELONY,-73.989342517,40.734209293
a6521a6,08/07/2015 12:00:00 PM,GRAND LARCENY,FELONY,-73.995850149,40.762307706
10fe12e3,08/07/2015 12:00:00 PM,GRAND LARCENY,FELONY,-73.829947123,40.78167271
d70cafcf,08/07/2015 12:00:00 PM,BURGLARY,FELONY,-73.824055827,40.820672004
9eb89152,08/07/2015 12:00:00 PM,GRAND LARCENY,FELONY,-73.964379178,40.783499896
f86173c2,08/07/2015 12:20:00 PM,FELONY ASSAULT,FELONY,-73.941540394,40.700511239
7271017a,08/07/2015 12:30:00 PM,GRAND LARCENY,FELONY,-73.988793288,40.738768277
8cf3c1e8,08/07/2015 12:30:00 PM,GRAND LARCENY,FELONY,-73.897403372,40.867483777
6b14dc03,08/07/2015 12:40:00 PM,BURGLARY,FELONY,-73.833773552,40.841420026
3dfb9fea,08/07/2015 12:45:00 PM,GRAND LARCENY,FELONY,-73.962534952,40.717573206
7b43b3db,08/07/2015 12:45:00 PM,ROBBERY,FELONY,-73.87678929,40.747519064
bbc778c6,08/07/2015 12:59:00 PM,GRAND LARCENY,FELONY,-73.982527317,40.68953745
46ce186b,08/07/2015 01:00:00 PM,FELONY ASSAULT,FELONY,-73.999054238,40.608809201
7e9db0db,08/07/2015 01:00:00 PM,RAPE,FELONY,-73.941109286,40.800694331
1e23a26c,08/07/2015 01:00:00 PM,GRAND LARCENY,FELONY,-73.823652216,40.817550636
2da5feca,08/07/2015 01:00:00 PM,GRAND LARCENY,FELONY,-73.976336071,40.577587416
2c3744bf,08/07/2015 01:15:00 PM,BURGLARY,FELONY,-73.944710231,40.700825709
aca163f0,08/07/2015 01:30:00 PM,FELONY ASSAULT,FELONY,-73.893176595,40.660542776
3a987bfd,08/07/2015 01:30:00 PM,BURGLARY,FELONY,-73.924263452,40.702180966
301fee98,08/07/2015 01:30:00 PM,GRAND LARCENY,FELONY,-73.944759612,40.824040004
709ef493,08/07/2015 01:30:00 PM,GRAND LARCENY,FELONY,-73.875649125,40.880776904
ef90dbf6,08/07/2015 01:33:00 PM,BURGLARY,FELONY,-73.983399305,40.750040316
369d882f,08/07/2015 01:48:00 PM,GRAND LARCENY,FELONY,-73.932901722,40.751822525
a010ae4f,08/07/2015 02:00:00 PM,GRAND LARCENY,FELONY,-73.917873518,40.625319998
9e234eb9,08/07/2015 02:00:00 PM,BURGLARY,FELONY,-73.980248582,40.676738206
c94ea43f,08/07/2015 02:00:00 PM,GRAND LARCENY,FELONY,-73.989706546,40.736868993
31a6b488,08/07/2015 02:00:00 PM,GRAND LARCENY,FELONY,-73.930576233,40.832560169
2da8b0b,08/07/2015 02:05:00 PM,ROBBERY,FELONY,-73.776650594,40.712734973
8b83a974,08/07/2015 02:10:00 PM,GRAND LARCENY,FELONY,-73.995709559,40.759313185
57f8f714,08/07/2015 02:15:00 PM,BURGLARY,FELONY,-73.910427787,40.713553573
18a0e1c7,08/07/2015 02:15:00 PM,GRAND LARCENY,FELONY,-73.986839293,40.747729682
1465f9ce,08/07/2015 02:20:00 PM,GRAND LARCENY,FELONY,-73.925930756,40.827819901
3d742605,08/07/2015 02:30:00 PM,GRAND LARCENY,FELONY,-73.990200647,40.714060101
58330cc6,08/07/2015 02:30:00 PM,FELONY ASSAULT,FELONY,-73.893373298,40.846409037
43764de9,08/07/2015 03:00:00 PM,BURGLARY,FELONY,-73.975926367,40.615660437
fdb3ff06,08/07/2015 03:00:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-74.030317405,40.628888855
975a4903,08/07/2015 03:00:00 PM,GRAND LARCENY,FELONY,-73.912784625,40.646360547
19f9064a,08/07/2015 03:00:00 PM,FELONY ASSAULT,FELONY,-73.891998159,40.673790729
e2a96c0f,08/07/2015 03:00:00 PM,GRAND LARCENY,FELONY,-73.825457248,40.712009611
53ae40f3,08/07/2015 03:00:00 PM,BURGLARY,FELONY,-73.942449393,40.750455317
d76221e9,08/07/2015 03:00:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.949022325,40.810979844
d9de9ea5,08/07/2015 03:00:00 PM,GRAND LARCENY,FELONY,-73.936761711,40.829884885
3ffa14b,08/07/2015 03:00:00 PM,GRAND LARCENY,FELONY,-73.916447897,40.851911981
98693f6f,08/07/2015 03:10:00 PM,FELONY ASSAULT,FELONY,-73.866814116,40.695074769
3822bc31,08/07/2015 03:10:00 PM,ROBBERY,FELONY,-73.942640554,40.821862408
eb011920,08/07/2015 03:15:00 PM,GRAND LARCENY,FELONY,-73.868446756,40.651698159
b5a9d2c9,08/07/2015 03:30:00 PM,BURGLARY,FELONY,-73.949534164,40.68859449
ed11bdab,08/07/2015 03:30:00 PM,ROBBERY,FELONY,-73.966612942,40.707130639
6752e358,08/07/2015 03:30:00 PM,GRAND LARCENY,FELONY,-74.000885191,40.712364251
f472e066,08/07/2015 03:40:00 PM,FELONY ASSAULT,FELONY,-73.795606957,40.706599944
3c926f16,08/07/2015 03:40:00 PM,FELONY ASSAULT,FELONY,-73.795606957,40.706599944
48d03484,08/07/2015 03:47:00 PM,GRAND LARCENY,FELONY,-73.82719555,40.688481303
7a8447ab,08/07/2015 04:00:00 PM,BURGLARY,FELONY,-73.999385899,40.573906324
642582d3,08/07/2015 04:00:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.917740261,40.677907219
149f4854,08/07/2015 04:00:00 PM,GRAND LARCENY,FELONY,-73.943972312,40.712018505
7b55f841,08/07/2015 04:00:00 PM,GRAND LARCENY,FELONY,-73.982580497,40.762040224
84bd855a,08/07/2015 04:00:00 PM,GRAND LARCENY,FELONY,-73.982362342,40.76795511
cc170668,08/07/2015 04:00:00 PM,GRAND LARCENY,FELONY,-73.901795486,40.828828399
34a4eb3a,08/07/2015 04:00:00 PM,BURGLARY,FELONY,-73.908793966,40.829374855
26cd2a24,08/07/2015 04:00:00 PM,FELONY ASSAULT,FELONY,-73.874137746,40.840546164
b29e30c5,08/07/2015 04:00:00 PM,GRAND LARCENY,FELONY,-73.94106581,40.841642767
7c634608,08/07/2015 04:00:00 PM,BURGLARY,FELONY,-73.920909778,40.847734938
6fd8b97e,08/07/2015 04:00:00 PM,FELONY ASSAULT,FELONY,-73.903649732,40.850905674
44d31c5d,08/07/2015 04:07:00 PM,GRAND LARCENY,FELONY,-73.986188694,40.76983029
6124a631,08/07/2015 04:10:00 PM,FELONY ASSAULT,FELONY,-73.918300947,40.629292015
12dd5488,08/07/2015 04:13:00 PM,FELONY ASSAULT,FELONY,-73.915110552,40.667735909
5906cccf,08/07/2015 04:15:00 PM,BURGLARY,FELONY,-73.925751056,40.765423843
bbbc62fd,08/07/2015 04:20:00 PM,ROBBERY,FELONY,-73.949573551,40.650815388
650afa67,08/07/2015 04:20:00 PM,GRAND LARCENY,FELONY,-73.982500299,40.75127532
29764cbf,08/07/2015 04:30:00 PM,GRAND LARCENY,FELONY,-73.946423428,40.624392637
257a9513,08/07/2015 04:30:00 PM,FELONY ASSAULT,FELONY,-73.898875431,40.629367149
b9086af1,08/07/2015 04:30:00 PM,BURGLARY,FELONY,-73.94383005,40.666812057
6cdb51d3,08/07/2015 04:30:00 PM,GRAND LARCENY,FELONY,-73.98780678,40.667382313
566bb049,08/07/2015 04:30:00 PM,GRAND LARCENY,FELONY,-74.007998126,40.739844487
5ebd8b36,08/07/2015 04:30:00 PM,GRAND LARCENY,FELONY,-73.937456922,40.801463676
d6e570b8,08/07/2015 04:30:00 PM,FELONY ASSAULT,FELONY,-73.827448002,40.7623158
2f08fa06,08/07/2015 04:34:00 PM,FELONY ASSAULT,FELONY,-73.845271095,40.842539396
175538ee,08/07/2015 04:55:00 PM,FELONY ASSAULT,FELONY,-73.89270205,40.662021771
824908ea,08/07/2015 05:00:00 PM,GRAND LARCENY,FELONY,-73.937908515,40.692931032
e67f781a,08/07/2015 05:00:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.844858387,40.694056403
486a93aa,08/07/2015 05:00:00 PM,ROBBERY,FELONY,-73.782448803,40.702324174
1cbed4cd,08/07/2015 05:00:00 PM,BURGLARY,FELONY,-73.820617258,40.719772607
20f29988,08/07/2015 05:00:00 PM,GRAND LARCENY,FELONY,-73.99755184,40.72248965
39a37564,08/07/2015 05:00:00 PM,BURGLARY,FELONY,-73.997551049,40.744038719
3469a9b8,08/07/2015 05:00:00 PM,BURGLARY,FELONY,-73.738748497,40.770232105
94b3b599,08/07/2015 05:00:00 PM,GRAND LARCENY,FELONY,-73.94889393,40.790007322
b6381d4e,08/07/2015 05:00:00 PM,GRAND LARCENY,FELONY,-73.932297815,40.795581553
2bd33719,08/07/2015 05:00:00 PM,BURGLARY,FELONY,-73.917172879,40.824144257
86025738,08/07/2015 05:00:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.886603027,40.83398825
a94d079b,08/07/2015 05:00:00 PM,BURGLARY,FELONY,-73.906184083,40.847995629
6dc1d59f,08/07/2015 05:00:00 PM,GRAND LARCENY,FELONY,-73.898783379,40.910982797
586ad3d7,08/07/2015 05:25:00 PM,GRAND LARCENY,FELONY,-73.989282176,40.750430768
75c38e5c,08/07/2015 05:45:00 PM,GRAND LARCENY,FELONY,-73.893941638,40.639556854
a81974ae,08/07/2015 05:50:00 PM,ROBBERY,FELONY,-73.828469651,40.695007539
6a3d61f4,08/07/2015 05:58:00 PM,GRAND LARCENY,FELONY,-73.965975447,40.677066988
169c5f95,08/07/2015 06:00:00 PM,GRAND LARCENY,FELONY,-74.162244247,40.582608077
a5671594,08/07/2015 06:00:00 PM,FELONY ASSAULT,FELONY,-73.874037622,40.670097208
4f9da070,08/07/2015 06:00:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.95447234,40.812730513
749547e4,08/07/2015 06:00:00 PM,GRAND LARCENY,FELONY,-73.85429974,40.898457915
a63be35d,08/07/2015 06:00:00 PM,GRAND LARCENY,FELONY,-73.776233907,40.679980738
c7e29a9b,08/07/2015 06:15:00 PM,GRAND LARCENY,FELONY,-73.979099067,40.73253359
5590088f,08/07/2015 06:20:00 PM,FELONY ASSAULT,FELONY,-73.920576127,40.636762182
520e6c63,08/07/2015 06:20:00 PM,GRAND LARCENY,FELONY,-73.999334029,40.722415566
a561e26,08/07/2015 06:25:00 PM,GRAND LARCENY,FELONY,-73.866346334,40.827686642
da24d103,08/07/2015 06:30:00 PM,GRAND LARCENY,FELONY,-74.0077595,40.704936662
dfc377f,08/07/2015 06:30:00 PM,BURGLARY,FELONY,-73.83812967,40.720654926
79e7b9ef,08/07/2015 06:30:00 PM,GRAND LARCENY,FELONY,-73.952970759,40.724052819
21defd7d,08/07/2015 06:30:00 PM,GRAND LARCENY,FELONY,-73.779413968,40.735535589
b032ab8a,08/07/2015 06:30:00 PM,GRAND LARCENY,FELONY,-73.990229681,40.737472885
56408d61,08/07/2015 06:30:00 PM,GRAND LARCENY,FELONY,-73.987531779,40.75012867
82bf1ba0,08/07/2015 06:30:00 PM,FELONY ASSAULT,FELONY,-73.924932683,40.815698577
90acd51f,08/07/2015 06:30:00 PM,GRAND LARCENY,FELONY,-73.830458903,40.830268907
435a5a52,08/07/2015 06:30:00 PM,FELONY ASSAULT,FELONY,-73.869175427,40.838805984
3bc33cd8,08/07/2015 06:30:00 PM,GRAND LARCENY,FELONY,-73.922375722,40.852141187
ffdb5ec3,08/07/2015 06:30:00 PM,GRAND LARCENY,FELONY,-73.983225376,40.695438808
d72a2677,08/07/2015 06:40:00 PM,GRAND LARCENY,FELONY,-73.985682275,40.757624357
4e6b94fa,08/07/2015 06:45:00 PM,BURGLARY,FELONY,-73.756066451,40.673777708
9cbf2b7a,08/07/2015 06:45:00 PM,BURGLARY,FELONY,-73.853602407,40.682951521
832c0400,08/07/2015 07:00:00 PM,BURGLARY,FELONY,-73.976052933,40.604225646
df33d78c,08/07/2015 07:00:00 PM,FELONY ASSAULT,FELONY,-73.886184297,40.658378671
1929b59a,08/07/2015 07:00:00 PM,BURGLARY,FELONY,-73.969021776,40.677232536
1049ef17,08/07/2015 07:00:00 PM,BURGLARY,FELONY,-73.930375202,40.679337352
b1eb57a4,08/07/2015 07:00:00 PM,BURGLARY,FELONY,-73.949573099,40.680022581
6eed8f4e,08/07/2015 07:00:00 PM,FELONY ASSAULT,FELONY,-73.924344881,40.690809441
352fee1a,08/07/2015 07:00:00 PM,GRAND LARCENY,FELONY,-74.001253193,40.716344152
99d8bbbb,08/07/2015 07:00:00 PM,GRAND LARCENY,FELONY,-73.989282176,40.750430768
96ab0280,08/07/2015 07:09:00 PM,GRAND LARCENY,FELONY,-73.892378521,40.677123245
5137d264,08/07/2015 07:15:00 PM,ROBBERY,FELONY,-73.942682195,40.790295342
1d92b038,08/07/2015 07:22:00 PM,GRAND LARCENY,FELONY,-73.995878192,40.717444734
87e73d1e,08/07/2015 07:30:00 PM,GRAND LARCENY,FELONY,-74.0123071,40.624239774
b9dd727d,08/07/2015 07:30:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.928758497,40.849504898
ce439a18,08/07/2015 07:30:00 PM,ROBBERY,FELONY,-73.914373035,40.854742994
2026e496,08/07/2015 07:30:00 PM,GRAND LARCENY,FELONY,-73.896413467,40.86235854
750dd31e,08/07/2015 07:45:00 PM,FELONY ASSAULT,FELONY,-74.033136797,40.611453155
4cdb6a38,08/07/2015 07:45:00 PM,GRAND LARCENY,FELONY,-73.981597953,40.764485638
d2da1ae8,08/07/2015 07:45:00 PM,FELONY ASSAULT,FELONY,-73.884371919,40.791151867
26ec1454,08/07/2015 07:46:00 PM,ROBBERY,FELONY,-74.132075356,40.622709823
1e95dae,08/07/2015 07:47:00 PM,GRAND LARCENY,FELONY,-73.95861423,40.815493264
e23dc810,08/07/2015 07:58:00 PM,GRAND LARCENY,FELONY,-73.961102493,40.582123174
30dc0934,08/07/2015 08:00:00 PM,FELONY ASSAULT,FELONY,-73.868446756,40.651698159
a2635e1f,08/07/2015 08:00:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.836116689,40.711833146
7dec61fa,08/07/2015 08:00:00 PM,GRAND LARCENY,FELONY,-73.971011165,40.753479778
586a9cab,08/07/2015 08:00:00 PM,FELONY ASSAULT,FELONY,-73.855015586,40.873751111
e84aac20,08/07/2015 08:05:00 PM,ROBBERY,FELONY,-73.977225723,40.78731833
f45b0a02,08/07/2015 08:09:00 PM,BURGLARY,FELONY,-73.901364574,40.856258661
9e7c94f7,08/07/2015 08:11:00 PM,GRAND LARCENY,FELONY,-73.951880151,40.810476043
6b20a4d1,08/07/2015 08:15:00 PM,GRAND LARCENY,FELONY,-73.989282176,40.750430768
2f99e900,08/07/2015 08:20:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.964971473,40.714675505
214ea347,08/07/2015 08:30:00 PM,BURGLARY,FELONY,-73.971671267,40.593165857
989db866,08/07/2015 08:30:00 PM,GRAND LARCENY,FELONY,-74.072999817,40.598040138
abcb2b30,08/07/2015 08:30:00 PM,GRAND LARCENY,FELONY,-73.868597031,40.657739603
13416e41,08/07/2015 08:30:00 PM,FELONY ASSAULT,FELONY,-73.937539069,40.67541918
ad2a867c,08/07/2015 08:30:00 PM,FELONY ASSAULT,FELONY,-73.871794027,40.753335229
4a5b588b,08/07/2015 08:30:00 PM,FELONY ASSAULT,FELONY,-73.814762614,40.76636382
ea6c867f,08/07/2015 08:30:00 PM,GRAND LARCENY,FELONY,-73.82807468,40.877545718
556424a3,08/07/2015 08:45:00 PM,GRAND LARCENY,FELONY,-74.002999537,40.725075199
c51f6170,08/07/2015 08:45:00 PM,GRAND LARCENY,FELONY,-73.92147721,40.820208596
5e374ab6,08/07/2015 09:00:00 PM,ROBBERY,FELONY,-73.999385899,40.573906324
98073c24,08/07/2015 09:00:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.870955869,40.679214691
ebae4a2d,08/07/2015 09:00:00 PM,GRAND LARCENY,FELONY,-73.996256847,40.719624087
702370e7,08/07/2015 09:00:00 PM,BURGLARY,FELONY,-73.715111494,40.727316609
28243527,08/07/2015 09:00:00 PM,ROBBERY,FELONY,-73.982362725,40.766508632
a0a5cd28,08/07/2015 09:00:00 PM,GRAND LARCENY,FELONY,-73.925930756,40.827819901
9977a90,08/07/2015 09:00:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.907646935,40.848724157
fe624b37,08/07/2015 09:00:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.84988951,40.849173975
526bf166,08/07/2015 09:02:00 PM,FELONY ASSAULT,FELONY,-73.813650949,40.58951588
f6339288,08/07/2015 09:20:00 PM,FELONY ASSAULT,FELONY,-73.893451316,40.86539697
d0550023,08/07/2015 09:25:00 PM,FELONY ASSAULT,FELONY,-73.91275186,40.660394601
5f3161bb,08/07/2015 09:30:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.933323546,40.705400692
ce8b3e2f,08/07/2015 09:30:00 PM,GRAND LARCENY,FELONY,-73.98614268,40.730706646
fe6b9da0,08/07/2015 09:30:00 PM,ROBBERY,FELONY,-73.858730617,40.743685869
7889aacd,08/07/2015 09:30:00 PM,GRAND LARCENY,FELONY,-73.99322319,40.752530799
652c73df,08/07/2015 09:30:00 PM,GRAND LARCENY,FELONY,-73.85092772,40.834285256
904bb53c,08/07/2015 09:30:00 PM,ROBBERY,FELONY,-73.939056073,40.841946385
5c437de5,08/07/2015 09:30:00 PM,FELONY ASSAULT,FELONY,-73.913515771,40.852381909
51f49bd,08/07/2015 09:37:00 PM,FELONY ASSAULT,FELONY,-73.900779259,40.856055051
be5669bf,08/07/2015 09:45:00 PM,FELONY ASSAULT,FELONY,-73.788656668,40.709996401
c3a3eee4,08/07/2015 10:00:00 PM,GRAND LARCENY,FELONY,-73.949088767,40.587152447
3660c850,08/07/2015 10:00:00 PM,BURGLARY,FELONY,-74.128031234,40.619599056
7d478feb,08/07/2015 10:00:00 PM,FELONY ASSAULT,FELONY,-74.003664242,40.675276877
7a5249ed,08/07/2015 10:00:00 PM,FELONY ASSAULT,FELONY,-73.926940593,40.697917328
6f9bd2fa,08/07/2015 10:00:00 PM,GRAND LARCENY,FELONY,-73.859265489,40.861204861
731bbcf3,08/07/2015 10:00:00 PM,GRAND LARCENY,FELONY,-73.884391916,40.879463051
e43b2d5,08/07/2015 10:10:00 PM,GRAND LARCENY,FELONY,-73.907898837,40.820813368
3deb7019,08/07/2015 10:22:00 PM,GRAND LARCENY,FELONY,-73.985677096,40.731346117
15cb8bb6,08/07/2015 10:30:00 PM,ROBBERY,FELONY,-73.820371111,40.600953206
8d35317b,08/07/2015 10:30:00 PM,ROBBERY,FELONY,-73.89266343,40.638982008
9f6d74e4,08/07/2015 10:30:00 PM,ROBBERY,FELONY,-73.897954609,40.677896862
dffee00,08/07/2015 10:30:00 PM,FELONY ASSAULT,FELONY,-73.921619736,40.812699137
39a68230,08/07/2015 10:30:00 PM,FELONY ASSAULT,FELONY,-73.888018698,40.81305566
d378030d,08/07/2015 10:41:00 PM,ROBBERY,FELONY,-73.94871973,40.828628253
a66485b7,08/07/2015 10:50:00 PM,FELONY ASSAULT,FELONY,-74.003619692,40.651559242
121a381d,08/07/2015 10:50:00 PM,FELONY ASSAULT,FELONY,-73.880844841,40.754129946
1ab3d0e3,08/07/2015 11:00:00 PM,GRAND LARCENY,FELONY,-73.934271094,40.651570712
4aaf7185,08/07/2015 11:00:00 PM,FELONY ASSAULT,FELONY,-73.780545469,40.663690509
2e2147f1,08/07/2015 11:00:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.935274039,40.669033577
