Identifier,Occurrence Date,Offense,Offense Classification,longitude,latitude
a176506d,04/16/2015 10:35:00 AM,RAPE,FELONY,-73.900504632,40.843901255
49ceb69c,04/16/2015 10:49:00 AM,GRAND LARCENY,FELONY,-73.784075476,40.693384757
23462b44,04/16/2015 10:50:00 AM,GRAND LARCENY,FELONY,-73.937635025,40.688465142
f1bde05c,04/16/2015 10:54:00 AM,GRAND LARCENY,FELONY,-73.97533194,40.752437781
955ede1,04/16/2015 11:00:00 AM,GRAND LARCENY,FELONY,-74.008785643,40.7188443
dda2c1b7,04/16/2015 11:00:00 AM,BURGLARY,FELONY,-73.986619565,40.745618945
95071eb5,04/16/2015 11:00:00 AM,GRAND LARCENY,FELONY,-73.814393567,40.753704437
8f1a9375,04/16/2015 11:00:00 AM,GRAND LARCENY,FELONY,-73.932439153,40.85916298
be5367b8,04/16/2015 11:15:00 AM,FELONY ASSAULT,FELONY,-73.756742481,40.595176344
e416f922,04/16/2015 11:30:00 AM,ROBBERY,FELONY,-73.987121747,40.574751004
7b34dcf6,04/16/2015 11:30:00 AM,GRAND LARCENY,FELONY,-73.883914528,40.819427591
6c8b433f,04/16/2015 11:51:00 AM,BURGLARY,FELONY,-73.747357435,40.606000835
deafc1dd,04/16/2015 12:00:00 PM,ROBBERY,FELONY,-73.920129009,40.661130072
40316262,04/16/2015 12:00:00 PM,GRAND LARCENY,FELONY,-73.761329958,40.66769532
960b7e6f,04/16/2015 12:00:00 PM,GRAND LARCENY,FELONY,-73.859637628,40.708858707
7fc70ad6,04/16/2015 12:00:00 PM,GRAND LARCENY,FELONY,-73.849176887,40.73464076
bf264db7,04/16/2015 12:00:00 PM,GRAND LARCENY,FELONY,-73.985826481,40.77542128
f32700ca,04/16/2015 12:00:00 PM,GRAND LARCENY,FELONY,-73.9126177,40.886635045
aab87665,04/16/2015 12:00:00 PM,GRAND LARCENY,FELONY,-73.899299068,40.904923001
5ce105b6,04/16/2015 12:07:00 PM,GRAND LARCENY,FELONY,-74.015719436,40.643359554
c919dfd7,04/16/2015 12:10:00 PM,GRAND LARCENY,FELONY,-74.008641446,40.719632057
30b7cb0e,04/16/2015 12:28:00 PM,GRAND LARCENY,FELONY,-73.940432312,40.600597806
3d32f942,04/16/2015 12:30:00 PM,BURGLARY,FELONY,-73.731603031,40.663811802
e89f7428,04/16/2015 12:30:00 PM,GRAND LARCENY,FELONY,-73.976313896,40.792404135
6f834458,04/16/2015 12:40:00 PM,GRAND LARCENY,FELONY,-73.983266596,40.689252103
a58d0aff,04/16/2015 12:45:00 PM,BURGLARY,FELONY,-74.036768891,40.633995026
6e454822,04/16/2015 12:45:00 PM,BURGLARY,FELONY,-74.036768891,40.633995026
5eec5eff,04/16/2015 12:50:00 PM,GRAND LARCENY,FELONY,-73.995195451,40.730539949
2450c72,04/16/2015 01:00:00 PM,GRAND LARCENY,FELONY,-74.007561752,40.71040699
1d88c150,04/16/2015 01:00:00 PM,GRAND LARCENY,FELONY,-74.001618047,40.737429371
8acab1a4,04/16/2015 01:00:00 PM,GRAND LARCENY,FELONY,-73.984808613,40.74242932
60a755e3,04/16/2015 01:00:00 PM,GRAND LARCENY,FELONY,-73.951981292,40.775434105
b20c3509,04/16/2015 01:00:00 PM,ROBBERY,FELONY,-73.913570756,40.807283532
2373ccd6,04/16/2015 01:00:00 PM,GRAND LARCENY,FELONY,-73.927313946,40.818568337
fb34cc52,04/16/2015 01:00:00 PM,GRAND LARCENY,FELONY,-73.896701181,40.828414985
3b0500b8,04/16/2015 01:00:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.9238694,40.829330897
5f823d8e,04/16/2015 01:30:00 PM,GRAND LARCENY,FELONY,-73.993292546,40.744793357
3bb7b044,04/16/2015 02:00:00 PM,GRAND LARCENY,FELONY,-73.98494478,40.666841253
827ffc90,04/16/2015 02:00:00 PM,BURGLARY,FELONY,-73.963555766,40.6847324
3bef523a,04/16/2015 02:00:00 PM,ROBBERY,FELONY,-73.838049547,40.698696669
b065d062,04/16/2015 02:00:00 PM,GRAND LARCENY,FELONY,-74.008084706,40.709882704
28d5fa9c,04/16/2015 02:00:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.955274248,40.742962354
f5d27632,04/16/2015 02:06:00 PM,BURGLARY,FELONY,-73.735927481,40.729611451
4d29f6a,04/16/2015 02:15:00 PM,FELONY ASSAULT,FELONY,-73.920754684,40.674514047
1a7ed2ef,04/16/2015 02:20:00 PM,ROBBERY,FELONY,-73.842882785,40.895816277
ed5bc936,04/16/2015 02:25:00 PM,FELONY ASSAULT,FELONY,-73.909664168,40.67547478
3008b660,04/16/2015 02:30:00 PM,ROBBERY,FELONY,-73.818047797,40.585315137
663ef939,04/16/2015 02:30:00 PM,GRAND LARCENY,FELONY,-73.931613041,40.751991942
41663dcb,04/16/2015 02:30:00 PM,GRAND LARCENY,FELONY,-73.957084521,40.812267657
5922e1e9,04/16/2015 02:35:00 PM,FELONY ASSAULT,FELONY,-73.902521453,40.836456575
f6f8cd7d,04/16/2015 02:40:00 PM,GRAND LARCENY,FELONY,-74.131405337,40.602585735
573bde42,04/16/2015 02:50:00 PM,GRAND LARCENY,FELONY,-73.803573819,40.717820709
56362532,04/16/2015 03:00:00 PM,GRAND LARCENY,FELONY,-73.984154728,40.593615658
51fa93a4,04/16/2015 03:00:00 PM,GRAND LARCENY,FELONY,-74.09283008,40.631600166
ef3a1c4b,04/16/2015 03:00:00 PM,GRAND LARCENY,FELONY,-73.970513035,40.647559115
eee795e3,04/16/2015 03:00:00 PM,BURGLARY,FELONY,-73.911539907,40.655639713
db99dc28,04/16/2015 03:00:00 PM,BURGLARY,FELONY,-74.0013062,40.660188885
5e3a8144,04/16/2015 03:00:00 PM,BURGLARY,FELONY,-73.783275238,40.704381569
8d05f9d2,04/16/2015 03:00:00 PM,GRAND LARCENY,FELONY,-74.001249766,40.725953554
5935ffa4,04/16/2015 03:00:00 PM,FELONY ASSAULT,FELONY,-73.918517122,40.812227638
509e3fe2,04/16/2015 03:00:00 PM,GRAND LARCENY,FELONY,-73.816011121,40.586231405
19065508,04/16/2015 03:00:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.960854316,40.594019059
5dedf0f5,04/16/2015 03:00:00 PM,GRAND LARCENY,FELONY,-73.871582398,40.733926841
65e40f1f,04/16/2015 03:10:00 PM,GRAND LARCENY,FELONY,-73.98610723,40.76229871
bbdf15d,04/16/2015 03:15:00 PM,ROBBERY,FELONY,-73.970495253,40.614426758
2dfb8d22,04/16/2015 03:20:00 PM,ROBBERY,FELONY,-73.808495571,40.706095112
a54d926e,04/16/2015 03:20:00 PM,FELONY ASSAULT,FELONY,-73.892230054,40.748920645
a3d61c40,04/16/2015 03:30:00 PM,GRAND LARCENY,FELONY,-73.994039447,40.746319478
28ac0ea4,04/16/2015 03:30:00 PM,FELONY ASSAULT,FELONY,-73.910055784,40.831516723
38c13e44,04/16/2015 03:30:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.981934631,40.734345608
a4dece02,04/16/2015 03:45:00 PM,GRAND LARCENY,FELONY,-73.986588284,40.757588785
18db6ff6,04/16/2015 03:48:00 PM,FELONY ASSAULT,FELONY,-73.909664168,40.67547478
efa98326,04/16/2015 03:49:00 PM,GRAND LARCENY,FELONY,-74.029133413,40.631790404
1fb12736,04/16/2015 04:00:00 PM,GRAND LARCENY,FELONY,-73.92314835,40.665219107
5f7b1526,04/16/2015 04:00:00 PM,ROBBERY,FELONY,-73.916856493,40.672507608
f2d7742b,04/16/2015 04:00:00 PM,ROBBERY,FELONY,-73.977827547,40.693445193
dd271b9,04/16/2015 04:00:00 PM,GRAND LARCENY,FELONY,-73.764669273,40.704095259
27d2265e,04/16/2015 04:00:00 PM,BURGLARY,FELONY,-73.755186724,40.727820503
a2a9615a,04/16/2015 04:00:00 PM,GRAND LARCENY,FELONY,-73.956315535,40.778504447
54959b4f,04/16/2015 04:07:00 PM,ROBBERY,FELONY,-73.963199338,40.762181135
19b6699f,04/16/2015 04:10:00 PM,FELONY ASSAULT,FELONY,-73.942440119,40.702707507
fdb7b015,04/16/2015 04:20:00 PM,FELONY ASSAULT,FELONY,-73.861901805,40.832945773
a1db9ffe,04/16/2015 04:30:00 PM,ROBBERY,FELONY,-73.887773998,40.653947407
5af7079a,04/16/2015 04:30:00 PM,ROBBERY,FELONY,-73.887569926,40.661698475
d8fe2258,04/16/2015 04:30:00 PM,FELONY ASSAULT,FELONY,-73.927394158,40.678814002
e162d576,04/16/2015 04:40:00 PM,GRAND LARCENY,FELONY,-73.898373732,40.873668438
3b106817,04/16/2015 04:52:00 PM,GRAND LARCENY,FELONY,-73.999104781,40.599770586
464f009c,04/16/2015 04:56:00 PM,GRAND LARCENY,FELONY,-73.917159266,40.835079193
31032b8,04/16/2015 05:00:00 PM,ROBBERY,FELONY,-73.927692498,40.606489068
47bef057,04/16/2015 05:00:00 PM,BURGLARY,FELONY,-73.953841906,40.612236421
57e8908,04/16/2015 05:00:00 PM,BURGLARY,FELONY,-73.936992067,40.659120386
a947ef33,04/16/2015 05:00:00 PM,ROBBERY,FELONY,-73.906589923,40.664515169
78d32feb,04/16/2015 05:00:00 PM,FELONY ASSAULT,FELONY,-73.976316867,40.682517958
46006b7f,04/16/2015 05:00:00 PM,BURGLARY,FELONY,-73.845349998,40.693549282
8ac5eed6,04/16/2015 05:00:00 PM,BURGLARY,FELONY,-73.90266342,40.704835386
fc3f53a6,04/16/2015 05:00:00 PM,GRAND LARCENY,FELONY,-73.735304094,40.718507422
f9f53578,04/16/2015 05:00:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.858017409,40.820954868
dcaba07,04/16/2015 05:10:00 PM,GRAND LARCENY,FELONY,-73.997209502,40.713140989
559a8dbd,04/16/2015 05:10:00 PM,GRAND LARCENY,FELONY,-73.985244783,40.744636156
1089bd4a,04/16/2015 05:30:00 PM,FELONY ASSAULT,FELONY,-73.952060168,40.771190771
8c917ac,04/16/2015 05:30:00 PM,FELONY ASSAULT,FELONY,-73.925645538,40.821139075
720944cc,04/16/2015 05:30:00 PM,FELONY ASSAULT,FELONY,-73.925645538,40.821139075
34a1ac7a,04/16/2015 05:30:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.878756719,40.886055507
65d53f24,04/16/2015 05:33:00 PM,FELONY ASSAULT,FELONY,-73.839948038,40.65148911
b158b7ad,04/16/2015 05:45:00 PM,GRAND LARCENY,FELONY,-74.169812399,40.575803739
7adc77f2,04/16/2015 05:55:00 PM,GRAND LARCENY,FELONY,-73.907875626,40.853239381
9ec8210f,04/16/2015 06:00:00 PM,GRAND LARCENY,FELONY,-73.944869621,40.651998977
6455d614,04/16/2015 06:00:00 PM,GRAND LARCENY,FELONY,-73.908025367,40.807688206
e42b0ab8,04/16/2015 06:00:00 PM,BURGLARY,FELONY,-73.954168609,40.813131122
2782a020,04/16/2015 06:00:00 PM,GRAND LARCENY,FELONY,-74.010735392,40.729488307
eda2e19e,04/16/2015 06:05:00 PM,GRAND LARCENY,FELONY,-73.996013862,40.741049642
56bd6000,04/16/2015 06:05:00 PM,GRAND LARCENY,FELONY,-73.944547763,40.787757377
e86b5d26,04/16/2015 06:09:00 PM,GRAND LARCENY,FELONY,-73.953596481,40.799508822
acf1ab25,04/16/2015 06:15:00 PM,ROBBERY,FELONY,-73.914944256,40.637016165
85ec1913,04/16/2015 06:30:00 PM,GRAND LARCENY,FELONY,-74.163581186,40.621351808
665b5851,04/16/2015 06:30:00 PM,FELONY ASSAULT,FELONY,-73.928717318,40.702414371
5d57adca,04/16/2015 06:30:00 PM,GRAND LARCENY,FELONY,-73.853460011,40.70837342
7472ad46,04/16/2015 06:30:00 PM,BURGLARY,FELONY,-73.938465806,40.827572012
59e694dc,04/16/2015 06:30:00 PM,FELONY ASSAULT,FELONY,-73.873434004,40.840018409
b7d80f9f,04/16/2015 06:30:00 PM,FELONY ASSAULT,FELONY,-73.934449078,40.844554076
eb95a4c0,04/16/2015 07:00:00 PM,GRAND LARCENY,FELONY,-73.928366481,40.632855974
8335655a,04/16/2015 07:00:00 PM,GRAND LARCENY,FELONY,-73.987750778,40.736800183
4cb55bf8,04/16/2015 07:00:00 PM,ROBBERY,FELONY,-73.932748532,40.756982561
6bdd49b0,04/16/2015 07:00:00 PM,GRAND LARCENY,FELONY,-73.947352413,40.789347893
5cc1d72,04/16/2015 07:30:00 PM,BURGLARY,FELONY,-73.978161075,40.59996614
3e1a34ef,04/16/2015 07:30:00 PM,GRAND LARCENY,FELONY,-73.72645032,40.738976432
d252809e,04/16/2015 07:30:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.741491637,40.738780617
9df46b1e,04/16/2015 07:30:00 PM,GRAND LARCENY,FELONY,-73.925930756,40.827819901
f3c4299a,04/16/2015 07:30:00 PM,GRAND LARCENY,FELONY,-73.94106581,40.841642767
d869323a,04/16/2015 07:45:00 PM,ROBBERY,FELONY,-73.965899319,40.762500356
a9e73975,04/16/2015 08:00:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.958993816,40.662629928
381ea0b8,04/16/2015 08:00:00 PM,FELONY ASSAULT,FELONY,-73.952917678,40.666409908
63947a3,04/16/2015 08:00:00 PM,FELONY ASSAULT,FELONY,-73.874484188,40.712471496
be856966,04/16/2015 08:00:00 PM,GRAND LARCENY,FELONY,-73.914913017,40.740639506
1c96c9c9,04/16/2015 08:00:00 PM,GRAND LARCENY,FELONY,-73.984465345,40.744306684
24bf3cf5,04/16/2015 08:00:00 PM,BURGLARY,FELONY,-73.938921665,40.826946459
bc208cd9,04/16/2015 08:15:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.928241643,40.631683872
d8a12619,04/16/2015 08:20:00 PM,GRAND LARCENY,FELONY,-73.978787543,40.747692799
b669ef43,04/16/2015 08:30:00 PM,BURGLARY,FELONY,-73.947239706,40.685486379
9d5f985e,04/16/2015 08:30:00 PM,GRAND LARCENY,FELONY,-73.977368814,40.759434556
ecdd9c84,04/16/2015 08:30:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.956083398,40.763674528
493e2cf0,04/16/2015 08:30:00 PM,GRAND LARCENY,FELONY,-73.831067427,40.765650543
7d8a824e,04/16/2015 08:30:00 PM,BURGLARY,FELONY,-73.82126789,40.779831578
4b417810,04/16/2015 08:30:00 PM,ROBBERY,FELONY,-73.866808966,40.827626793
d3dcf86b,04/16/2015 08:35:00 PM,ROBBERY,FELONY,-73.912137457,40.705446855
a03fb1ee,04/16/2015 08:45:00 PM,ROBBERY,FELONY,-73.987475708,40.760413227
d2c9aa96,04/16/2015 09:00:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-74.009737972,40.619815416
47f4d624,04/16/2015 09:00:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-74.034382944,40.639364569
e6b6c645,04/16/2015 09:00:00 PM,GRAND LARCENY,FELONY,-73.931351632,40.686940961
e6042e87,04/16/2015 09:00:00 PM,FELONY ASSAULT,FELONY,-73.906613656,40.74540071
588426af,04/16/2015 09:00:00 PM,GRAND LARCENY,FELONY,-73.986291821,40.759913549
696a0681,04/16/2015 09:00:00 PM,BURGLARY,FELONY,-73.85821756,40.899983348
e28556fb,04/16/2015 09:00:00 PM,FELONY ASSAULT,FELONY,-73.905257203,40.648613551
6302dd5a,04/16/2015 09:10:00 PM,FELONY ASSAULT,FELONY,-73.861202751,40.892617496
28003375,04/16/2015 09:12:00 PM,FELONY ASSAULT,FELONY,-73.887859414,40.819684009
abb34425,04/16/2015 09:15:00 PM,BURGLARY,FELONY,-73.865914654,40.674312243
2354b435,04/16/2015 09:30:00 PM,GRAND LARCENY,FELONY,-74.002657374,40.739583983
96f40e47,04/16/2015 09:30:00 PM,FELONY ASSAULT,FELONY,-73.940427166,40.828352541
b77c1f09,04/16/2015 09:30:00 PM,ROBBERY,FELONY,-73.865000053,40.850095657
828a4fa7,04/16/2015 09:35:00 PM,FELONY ASSAULT,FELONY,-73.992307073,40.715682414
e4f2bc54,04/16/2015 10:00:00 PM,GRAND LARCENY,FELONY,-73.854474925,40.663135317
d78400de,04/16/2015 10:00:00 PM,GRAND LARCENY,FELONY,-73.956863621,40.67374001
4ef17625,04/16/2015 10:00:00 PM,FELONY ASSAULT,FELONY,-73.995329093,40.72851158
5c1532ab,04/16/2015 10:00:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.98109239,40.739648336
2d75de64,04/16/2015 10:00:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.863537942,40.750550802
ec1588a7,04/16/2015 10:00:00 PM,GRAND LARCENY,FELONY,-73.971924858,40.7522284
a0372cbd,04/16/2015 10:00:00 PM,GRAND LARCENY,FELONY,-73.963016104,40.812632015
2dbb8cd4,04/16/2015 10:00:00 PM,BURGLARY,FELONY,-73.93726058,40.856492363
bc8b111a,04/16/2015 10:00:00 PM,ROBBERY,FELONY,-73.888110141,40.866105536
ed1cd476,04/16/2015 10:00:00 PM,GRAND LARCENY,FELONY,-73.821582846,40.868467378
217889aa,04/16/2015 10:05:00 PM,ROBBERY,FELONY,-73.9238694,40.829330897
8b176c7,04/16/2015 10:10:00 PM,FELONY ASSAULT,FELONY,-73.868095338,40.818507567
fa496aef,04/16/2015 10:15:00 PM,GRAND LARCENY,FELONY,-73.985588382,40.741142132
2a32b5e2,04/16/2015 10:15:00 PM,FELONY ASSAULT,FELONY,-73.905143721,40.746179019
37a1d5f,04/16/2015 10:30:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.732948076,40.726695124
57941d73,04/16/2015 10:30:00 PM,GRAND LARCENY,FELONY,-73.905600959,40.884494152
7f0c4e12,04/16/2015 11:00:00 PM,BURGLARY,FELONY,-73.987260251,40.603505553
86c2f01e,04/16/2015 11:00:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.791108039,40.670154931
a346723f,04/16/2015 11:00:00 PM,FELONY ASSAULT,FELONY,-73.948221741,40.697750458
4f15ee41,04/16/2015 11:00:00 PM,GRAND LARCENY,FELONY,-73.990866575,40.750664208
86b07356,04/16/2015 11:00:00 PM,GRAND LARCENY,FELONY,-73.993287535,40.758711971
a740c6d5,04/16/2015 11:00:00 PM,FELONY ASSAULT,FELONY,-73.902813002,40.812520134
e6496790,04/16/2015 11:00:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.826705396,40.88262959
5e5ed826,04/16/2015 11:15:00 PM,ROBBERY,FELONY,-73.905143721,40.746179019
27814f21,04/16/2015 11:25:00 PM,GRAND LARCENY,FELONY,-73.959721593,40.758672189
9ceaa041,04/16/2015 11:27:00 PM,BURGLARY,FELONY,-73.857112749,40.900695603
1a6bf307,04/16/2015 11:30:00 PM,ROBBERY,FELONY,-73.906521555,40.677292057
e68321d7,04/16/2015 11:30:00 PM,BURGLARY,FELONY,-73.918095261,40.823316011
bf223831,04/16/2015 11:30:00 PM,BURGLARY,FELONY,-73.863839389,40.855578216
8f5e3522,04/16/2015 11:35:00 PM,BURGLARY,FELONY,-73.935900956,40.826906394
9c8934f0,04/16/2015 11:50:00 PM,ROBBERY,FELONY,-73.826610568,40.862137524
e77fa071,05/22/2015 12:01:00 AM,GRAND LARCENY,FELONY,-73.915816919,40.653578846
f849edd5,05/22/2015 12:01:00 AM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.940814316,40.669335741
e271bf71,05/22/2015 12:15:00 AM,GRAND LARCENY,FELONY,-73.96834968,40.80200054
6ad8e5c7,05/22/2015 01:00:00 AM,FELONY ASSAULT,FELONY,-73.898229263,40.658568369
c9a97bfa,05/22/2015 01:00:00 AM,GRAND LARCENY,FELONY,-73.865072515,40.705673041
58319d64,05/22/2015 01:00:00 AM,GRAND LARCENY,FELONY,-73.872939471,40.877554428
f4925385,05/22/2015 01:05:00 AM,ROBBERY,FELONY,-73.769146542,40.759941072
b9c69c96,05/22/2015 01:10:00 AM,FELONY ASSAULT,FELONY,-73.936231627,40.828737302
759107c2,05/22/2015 01:10:00 AM,GRAND LARCENY,FELONY,-73.917159266,40.835079193
6dc563df,05/22/2015 01:15:00 AM,FELONY ASSAULT,FELONY,-73.954938035,40.802539534
2ee81e76,05/22/2015 01:30:00 AM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-74.072459084,40.614086564
771c0cfa,05/22/2015 01:30:00 AM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-74.151447443,40.630214907
c1eac4ff,05/22/2015 01:30:00 AM,GRAND LARCENY,FELONY,-74.164483967,40.638335307
e5eed5ae,05/22/2015 01:30:00 AM,ROBBERY,FELONY,-73.873896614,40.826665876
5601717c,05/22/2015 01:32:00 AM,FELONY ASSAULT,FELONY,-73.923353328,40.813079074
9ec8765b,05/22/2015 01:45:00 AM,GRAND LARCENY,FELONY,-73.976989006,40.761726342
6524a2e9,05/22/2015 01:55:00 AM,GRAND LARCENY,FELONY,-73.988525626,40.721470799
69b8f8aa,05/22/2015 02:00:00 AM,GRAND LARCENY,FELONY,-73.862385654,40.7038391
b2571620,05/22/2015 02:30:00 AM,GRAND LARCENY,FELONY,-73.916451675,40.837392476
35533c13,05/22/2015 03:45:00 AM,BURGLARY,FELONY,-73.991339463,40.750021973
f8c4ab83,05/22/2015 03:47:00 AM,FELONY ASSAULT,FELONY,-73.955122632,40.689453173
d622c2ba,05/22/2015 03:58:00 AM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.862291786,40.822612375
18f083e0,05/22/2015 04:00:00 AM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.860494463,40.7268654
f96daeb7,05/22/2015 04:00:00 AM,ROBBERY,FELONY,-73.918199969,40.838071672
a98f3eb6,05/22/2015 04:00:00 AM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.889661203,40.876984262
8a2659c4,05/22/2015 04:00:00 AM,FELONY ASSAULT,FELONY,-73.833004197,40.88443116
fd46d48b,05/22/2015 04:08:00 AM,GRAND LARCENY,FELONY,-73.729887061,40.766231778
2b636f1e,05/22/2015 04:10:00 AM,BURGLARY,FELONY,-73.807916367,40.703074899
b4dab835,05/22/2015 04:30:00 AM,FELONY ASSAULT,FELONY,-73.847153403,40.866431832
52d76569,05/22/2015 04:45:00 AM,RAPE,FELONY,-73.925310745,40.810396019
d370438b,05/22/2015 05:00:00 AM,GRAND LARCENY,FELONY,-74.00617491,40.652640577
c69598b0,05/22/2015 05:00:00 AM,ROBBERY,FELONY,-73.935860415,40.677781508
13a4ea72,05/22/2015 05:30:00 AM,GRAND LARCENY,FELONY,-73.867697911,40.689481941
c36fc606,05/22/2015 05:30:00 AM,ROBBERY,FELONY,-73.986949544,40.756043535
19ef73eb,05/22/2015 06:00:00 AM,GRAND LARCENY,FELONY,-74.002196924,40.674168026
85cc2380,05/22/2015 06:08:00 AM,FELONY ASSAULT,FELONY,-73.787698582,40.709563708
99cac15,05/22/2015 06:30:00 AM,FELONY ASSAULT,FELONY,-73.733047735,40.651378503
31eb32b2,05/22/2015 06:30:00 AM,GRAND LARCENY,FELONY,-73.971924858,40.7522284
72f346c3,05/22/2015 06:52:00 AM,GRAND LARCENY,FELONY,-73.983882395,40.75226363
d870b240,05/22/2015 07:00:00 AM,GRAND LARCENY,FELONY,-74.040428114,40.619940469
b8ac0a30,05/22/2015 07:00:00 AM,ROBBERY,FELONY,-73.788042288,40.703564269
2ba0b3ab,05/22/2015 07:00:00 AM,GRAND LARCENY,FELONY,-73.944999678,40.787134539
e36f902c,05/22/2015 07:00:00 AM,GRAND LARCENY,FELONY,-73.863429995,40.868346087
36866936,05/22/2015 07:30:00 AM,FELONY ASSAULT,FELONY,-73.937805018,40.823215792
8b5c7ecf,05/22/2015 08:00:00 AM,BURGLARY,FELONY,-74.00057021,40.577191856
30011607,05/22/2015 08:00:00 AM,FELONY ASSAULT,FELONY,-73.929987088,40.657529852
5f668e59,05/22/2015 08:00:00 AM,BURGLARY,FELONY,-73.993658405,40.730468511
7a49805a,05/22/2015 08:00:00 AM,GRAND LARCENY,FELONY,-73.995230338,40.747228046
e44dd6bb,05/22/2015 08:00:00 AM,GRAND LARCENY,FELONY,-73.907868186,40.77248962
2b597a23,05/22/2015 08:00:00 AM,GRAND LARCENY,FELONY,-73.86381764,40.82912466
4da31f57,05/22/2015 08:00:00 AM,BURGLARY,FELONY,-73.93216991,40.850223323
45ac9e74,05/22/2015 08:00:00 AM,FELONY ASSAULT,FELONY,-73.844896371,40.885449566
7070e6ab,05/22/2015 08:09:00 AM,FELONY ASSAULT,FELONY,-73.983931663,40.577907127
66282631,05/22/2015 08:15:00 AM,BURGLARY,FELONY,-74.015667786,40.638243279
142871,05/22/2015 08:30:00 AM,BURGLARY,FELONY,-73.979034035,40.663985757
e63f28d8,05/22/2015 09:00:00 AM,BURGLARY,FELONY,-73.949047104,40.622884195
5ebdc133,05/22/2015 09:00:00 AM,GRAND LARCENY,FELONY,-73.9196455,40.661566156
9c0af7f,05/22/2015 09:00:00 AM,BURGLARY,FELONY,-73.97328271,40.678326024
5437dcab,05/22/2015 09:00:00 AM,GRAND LARCENY,FELONY,-73.999211359,40.723230758
a5d24761,05/22/2015 09:00:00 AM,GRAND LARCENY,FELONY,-74.006680129,40.731316621
c1268d6c,05/22/2015 09:00:00 AM,GRAND LARCENY,FELONY,-73.96272496,40.764846128
69ab4146,05/22/2015 09:00:00 AM,BURGLARY,FELONY,-73.935400892,40.843261857
e1f95e8b,05/22/2015 09:10:00 AM,BURGLARY,FELONY,-73.939397661,40.80023233
2615b14,05/22/2015 09:15:00 AM,GRAND LARCENY,FELONY,-73.950930153,40.785874639
5d87fdf4,05/22/2015 09:20:00 AM,BURGLARY,FELONY,-73.945249009,40.637624716
252b2839,05/22/2015 09:28:00 AM,GRAND LARCENY,FELONY,-73.954784146,40.779168082
e5e4a9cf,05/22/2015 09:30:00 AM,BURGLARY,FELONY,-73.945249009,40.637624716
e2e32df5,05/22/2015 09:30:00 AM,BURGLARY,FELONY,-73.918599954,40.700192633
fefdad3f,05/22/2015 09:30:00 AM,BURGLARY,FELONY,-73.993658405,40.730468511
5c5f2e4d,05/22/2015 09:30:00 AM,GRAND LARCENY,FELONY,-73.861046983,40.85466639
704c8540,05/22/2015 09:50:00 AM,ROBBERY,FELONY,-73.803141142,40.704312957
443d1fdf,05/22/2015 10:00:00 AM,BURGLARY,FELONY,-74.117554963,40.616799576
3a52cde3,05/22/2015 10:00:00 AM,BURGLARY,FELONY,-74.159216937,40.635625377
8941e4bb,05/22/2015 10:00:00 AM,BURGLARY,FELONY,-73.83016577,40.694532463
dc59e31a,05/22/2015 10:00:00 AM,BURGLARY,FELONY,-73.951391978,40.81115104
c91de576,05/22/2015 10:00:00 AM,FELONY ASSAULT,FELONY,-73.925706819,40.834209452
a2feaf84,05/22/2015 10:10:00 AM,GRAND LARCENY,FELONY,-73.97261161,40.79371804
381bc65c,05/22/2015 10:27:00 AM,GRAND LARCENY,FELONY,-73.989390453,40.773083147
cdc3f8a2,05/22/2015 10:30:00 AM,GRAND LARCENY,FELONY,-73.989071565,40.758228573
2e0b3b96,05/22/2015 10:30:00 AM,GRAND LARCENY,FELONY,-73.941512796,40.838857114
7931b7a9,05/22/2015 10:40:00 AM,BURGLARY,FELONY,-73.942071142,40.670771899
7c3a3745,05/22/2015 10:40:00 AM,GRAND LARCENY,FELONY,-73.852110164,40.846953629
c9cb2e0e,05/22/2015 11:00:00 AM,BURGLARY,FELONY,-73.992870129,40.611518097
a8c22510,05/22/2015 11:00:00 AM,FELONY ASSAULT,FELONY,-74.00436014,40.732088009
